time_stamp,humidity,pm2.5_atm,pm2.5_cf_1,sensor_index
2025-01-18 19:00:00+00:00,53,17.4,17.4,5488
2025-01-18 16:00:00+00:00,57,20.4,20.4,5488
2025-01-16 12:00:00+00:00,35,2.9,2.9,5650
2025-01-16 04:00:00+00:00,35,8.5,8.5,5650
2025-01-16 03:00:00+00:00,35,12.4,12.4,5650
2025-01-16 13:00:00+00:00,34,2.2,2.2,5650
2025-01-16 20:00:00+00:00,16,1.8,1.8,5650
2025-01-16 14:00:00+00:00,34,1.6,1.6,5650
2025-01-14 07:00:00+00:00,33,6.0,6.0,5650
2025-01-14 03:00:00+00:00,29,7.3,7.3,5650
2025-01-14 14:00:00+00:00,38,2.9,2.9,5650
2025-01-15 19:00:00+00:00,30,5.5,5.5,5650
2025-01-15 21:00:00+00:00,20,5.4,5.4,5650
2025-01-15 04:00:00+00:00,34,11.5,11.5,5650
2025-01-15 03:00:00+00:00,33,12.0,12.0,5650
2025-01-15 07:00:00+00:00,39,9.1,9.1,5650
2025-01-15 13:00:00+00:00,41,5.3,5.3,5650
2025-01-15 14:00:00+00:00,41,4.9,4.9,5650
2025-01-19 23:00:00+00:00,40,10.8,10.8,5650
2025-01-19 16:00:00+00:00,50,12.1,12.1,5650
2025-01-19 10:00:00+00:00,47,15.3,15.3,5650
